;COMPETEN;MUNICIPIO;CODUFMUN;QT_SUS;QT_EXIST;ANO
553;2021-07-01;Santa Helena de Goiás;521930;20;20;2021
554;2021-07-01;Quirinópolis;521850;0;11;2021
555;2021-07-01;Senador Canedo;522045;8;11;2021
556;2021-07-01;Itumbiara;521150;10;19;2021
557;2021-07-01;Goiás;520890;10;10;2021
558;2021-07-01;Goianésia;520860;5;10;2021
559;2021-07-01;Ceres;520540;4;14;2021
560;2021-07-01;Catalão;520510;20;34;2021
561;2021-07-01;Caldas Novas;520450;5;10;2021
562;2021-07-01;Aparecida de Goiânia;520140;56;119;2021
563;2021-07-01;Anápolis;520110;81;142;2021
564;2021-07-01;Goiânia;520870;461;1039;2021
565;2021-08-01;Senador Canedo;522045;8;11;2021
566;2021-08-01;Santa Helena de Goiás;521930;20;20;2021
567;2021-08-01;Rio Verde;521880;12;91;2021
568;2021-08-01;Quirinópolis;521850;0;11;2021
569;2021-08-01;Nerópolis;521450;48;52;2021
570;2021-08-01;Luziânia;521250;0;5;2021
571;2021-08-01;Jataí;521190;17;20;2021
572;2021-08-01;Itumbiara;521150;10;19;2021
573;2021-08-01;Goiânia;520870;461;1049;2021
574;2021-08-01;Goianésia;520860;5;10;2021
575;2021-08-01;Formosa;520800;0;9;2021
576;2021-08-01;Ceres;520540;4;19;2021
577;2021-08-01;Catalão;520510;20;34;2021
578;2021-08-01;Caldas Novas;520450;5;10;2021
579;2021-08-01;Aparecida de Goiânia;520140;56;119;2021
580;2021-08-01;Anápolis;520110;81;142;2021
581;2021-08-01;Goiás;520890;10;10;2021
582;2021-09-01;Jataí;521190;17;20;2021
583;2021-09-01;Senador Canedo;522045;8;11;2021
584;2021-09-01;Santa Helena de Goiás;521930;20;20;2021
585;2021-09-01;Rio Verde;521880;12;91;2021
586;2021-09-01;Quirinópolis;521850;0;11;2021
587;2021-09-01;Nerópolis;521450;48;52;2021
588;2021-09-01;Luziânia;521250;0;5;2021
589;2021-09-01;Itumbiara;521150;10;19;2021
590;2021-09-01;Aparecida de Goiânia;520140;56;119;2021
591;2021-09-01;Goiás;520890;10;10;2021
592;2021-09-01;Goianésia;520860;5;10;2021
593;2021-09-01;Formosa;520800;0;9;2021
594;2021-09-01;Ceres;520540;4;19;2021
595;2021-09-01;Catalão;520510;20;34;2021
596;2021-09-01;Caldas Novas;520450;5;10;2021
597;2021-09-01;Goiânia;520870;461;1049;2021
598;2021-09-01;Anápolis;520110;81;142;2021
599;2021-10-01;Senador Canedo;522045;8;11;2021
600;2021-10-01;Santa Helena de Goiás;521930;20;20;2021
601;2021-10-01;Rio Verde;521880;12;91;2021
602;2021-10-01;Quirinópolis;521850;0;11;2021
603;2021-10-01;Porangatu;521800;0;10;2021
604;2021-10-01;Nerópolis;521450;48;52;2021
605;2021-10-01;Luziânia;521250;0;5;2021
606;2021-10-01;Itumbiara;521150;10;19;2021
607;2021-10-01;Jataí;521190;17;20;2021
608;2021-10-01;Goiás;520890;10;10;2021
609;2021-10-01;Goianésia;520860;5;10;2021
610;2021-10-01;Formosa;520800;0;9;2021
611;2021-10-01;Ceres;520540;4;29;2021
612;2021-10-01;Catalão;520510;20;34;2021
613;2021-10-01;Caldas Novas;520450;5;10;2021
614;2021-10-01;Aparecida de Goiânia;520140;56;119;2021
615;2021-10-01;Anápolis;520110;81;142;2021
616;2021-10-01;Goiânia;520870;461;1102;2021
617;2021-11-01;Nerópolis;521450;48;52;2021
618;2021-11-01;Porangatu;521800;0;10;2021
619;2021-11-01;Quirinópolis;521850;0;11;2021
620;2021-11-01;Rio Verde;521880;12;91;2021
621;2021-11-01;Uruaçu;522160;0;20;2021
622;2021-11-01;Senador Canedo;522045;8;11;2021
623;2021-11-01;São Luís de Montes Belos;522010;0;10;2021
624;2021-11-01;Trindade;522140;0;10;2021
625;2021-11-01;Mineiros;521310;0;10;2021
626;2021-11-01;Santa Helena de Goiás;521930;20;20;2021
627;2021-11-01;Luziânia;521250;0;5;2021
628;2021-11-01;Catalão;520510;20;34;2021
629;2021-11-01;Itumbiara;521150;10;19;2021
630;2021-11-01;Goiânia;520870;461;1102;2021
631;2021-11-01;Goiás;520890;10;10;2021
632;2021-11-01;Goianésia;520860;5;10;2021
633;2021-11-01;Formosa;520800;0;9;2021
634;2021-11-01;Ceres;520540;4;29;2021
635;2021-11-01;Caldas Novas;520450;5;10;2021
636;2021-11-01;Aparecida de Goiânia;520140;56;119;2021
637;2021-11-01;Anápolis;520110;81;162;2021
638;2021-11-01;Jataí;521190;17;20;2021
639;2021-12-01;Nerópolis;521450;48;52;2021
640;2021-12-01;Porangatu;521800;0;10;2021
641;2021-12-01;Quirinópolis;521850;0;11;2021
642;2021-12-01;Rio Verde;521880;19;91;2021
643;2021-12-01;Trindade;522140;0;10;2021
644;2021-12-01;Santa Helena de Goiás;521930;20;20;2021
645;2021-12-01;Senador Canedo;522045;8;16;2021
646;2021-12-01;São Luís de Montes Belos;522010;0;10;2021
647;2021-12-01;Morrinhos;521380;0;10;2021
648;2021-12-01;Uruaçu;522160;0;20;2021
649;2021-12-01;Mineiros;521310;0;10;2021
650;2021-12-01;Ceres;520540;4;29;2021
651;2021-12-01;Jataí;521190;17;20;2021
652;2021-12-01;Anápolis;520110;81;162;2021
653;2021-12-01;Aparecida de Goiânia;520140;86;119;2021
654;2021-12-01;Caldas Novas;520450;5;10;2021
655;2021-12-01;Catalão;520510;20;34;2021
656;2021-12-01;Luziânia;521250;0;5;2021
657;2021-12-01;Goianésia;520860;5;10;2021
658;2021-12-01;Goiás;520890;10;10;2021
659;2021-12-01;Goiânia;520870;461;1100;2021
660;2021-12-01;Itumbiara;521150;10;19;2021
661;2021-12-01;Formosa;520800;0;9;2021
662;2022-01-01;Mineiros;521310;0;10;2022
663;2022-01-01;Trindade;522140;0;10;2022
664;2022-01-01;São Luís de Montes Belos;522010;0;10;2022
665;2022-01-01;Senador Canedo;522045;8;16;2022
666;2022-01-01;Santa Helena de Goiás;521930;20;20;2022
667;2022-01-01;Rio Verde;521880;19;91;2022
668;2022-01-01;Quirinópolis;521850;0;11;2022
669;2022-01-01;Porangatu;521800;0;10;2022
670;2022-01-01;Nerópolis;521450;48;52;2022
671;2022-01-01;Morrinhos;521380;0;10;2022
672;2022-01-01;Uruaçu;522160;0;30;2022
673;2022-01-01;Luziânia;521250;0;15;2022
674;2022-01-01;Itumbiara;521150;10;49;2022
675;2022-01-01;Goiânia;520870;461;1118;2022
676;2022-01-01;Goiás;520890;10;10;2022
677;2022-01-01;Goianésia;520860;5;10;2022
678;2022-01-01;Formosa;520800;0;19;2022
679;2022-01-01;Ceres;520540;4;29;2022
680;2022-01-01;Catalão;520510;20;34;2022
681;2022-01-01;Caldas Novas;520450;5;10;2022
682;2022-01-01;Aparecida de Goiânia;520140;86;119;2022
683;2022-01-01;Anápolis;520110;81;172;2022
684;2022-01-01;Jataí;521190;17;30;2022
685;2022-02-01;Morrinhos;521380;0;10;2022
686;2022-02-01;Nerópolis;521450;48;52;2022
687;2022-02-01;Porangatu;521800;0;10;2022
688;2022-02-01;Quirinópolis;521850;0;11;2022
689;2022-02-01;Mineiros;521310;0;10;2022
690;2022-02-01;Santa Helena de Goiás;521930;20;20;2022
691;2022-02-01;Senador Canedo;522045;8;16;2022
692;2022-02-01;São Luís de Montes Belos;522010;0;10;2022
693;2022-02-01;Trindade;522140;0;10;2022
694;2022-02-01;Uruaçu;522160;0;30;2022
695;2022-02-01;Luziânia;521250;0;15;2022
696;2022-02-01;Rio Verde;521880;19;91;2022
697;2022-02-01;Itumbiara;521150;10;29;2022
698;2022-02-01;Anápolis;520110;81;172;2022
699;2022-02-01;Aparecida de Goiânia;520140;86;119;2022
700;2022-02-01;Caldas Novas;520450;5;10;2022
701;2022-02-01;Catalão;520510;20;34;2022
702;2022-02-01;Jataí;521190;17;30;2022
703;2022-02-01;Formosa;520800;0;19;2022
704;2022-02-01;Goianésia;520860;5;10;2022
705;2022-02-01;Goiás;520890;10;10;2022
706;2022-02-01;Goiânia;520870;461;1110;2022
707;2022-02-01;Ceres;520540;4;29;2022
708;2022-03-01;Nerópolis;521450;48;52;2022
709;2022-03-01;Uruaçu;522160;30;30;2022
710;2022-03-01;Trindade;522140;10;10;2022
711;2022-03-01;São Luís de Montes Belos;522010;10;10;2022
712;2022-03-01;Senador Canedo;522045;8;16;2022
713;2022-03-01;Santa Helena de Goiás;521930;20;28;2022
714;2022-03-01;Rio Verde;521880;19;91;2022
715;2022-03-01;Quirinópolis;521850;0;11;2022
716;2022-03-01;Porangatu;521800;0;10;2022
717;2022-03-01;Planaltina;521760;0;10;2022
718;2022-03-01;Morrinhos;521380;10;10;2022
719;2022-03-01;Mineiros;521310;10;10;2022
720;2022-03-01;Anápolis;520110;103;176;2022
721;2022-03-01;Luziânia;521250;10;15;2022
722;2022-03-01;Aparecida de Goiânia;520140;93;139;2022
723;2022-03-01;Caldas Novas;520450;5;10;2022
724;2022-03-01;Ceres;520540;4;29;2022
725;2022-03-01;Formosa;520800;10;19;2022
726;2022-03-01;Catalão;520510;20;34;2022
727;2022-03-01;Goiás;520890;10;10;2022
728;2022-03-01;Goiânia;520870;527;1146;2022
729;2022-03-01;Itumbiara;521150;40;59;2022
730;2022-03-01;Jataí;521190;27;30;2022
731;2022-03-01;Goianésia;520860;5;10;2022
732;2022-04-01;Quirinópolis;521850;0;11;2022
733;2022-04-01;Nerópolis;521450;48;52;2022
734;2022-04-01;Planaltina;521760;0;10;2022
735;2022-04-01;Porangatu;521800;0;10;2022
736;2022-04-01;Rio Verde;521880;19;91;2022
737;2022-04-01;Morrinhos;521380;10;10;2022
738;2022-04-01;Senador Canedo;522045;8;11;2022
739;2022-04-01;São Luís de Montes Belos;522010;10;10;2022
740;2022-04-01;Trindade;522140;10;10;2022
741;2022-04-01;Uruaçu;522160;30;30;2022
742;2022-04-01;Santa Helena de Goiás;521930;20;28;2022
743;2022-04-01;Mineiros;521310;10;10;2022
744;2022-04-01;Anápolis;520110;103;183;2022
745;2022-04-01;Jataí;521190;27;30;2022
746;2022-04-01;Itumbiara;521150;40;59;2022
747;2022-04-01;Goiânia;520870;527;1146;2022
748;2022-04-01;Goiás;520890;10;10;2022
749;2022-04-01;Goianésia;520860;5;10;2022
750;2022-04-01;Formosa;520800;10;29;2022
751;2022-04-01;Ceres;520540;4;29;2022
752;2022-04-01;Catalão;520510;20;34;2022
753;2022-04-01;Caldas Novas;520450;5;10;2022
754;2022-04-01;Aparecida de Goiânia;520140;93;139;2022
755;2022-04-01;Luziânia;521250;10;15;2022
756;2022-05-01;Nerópolis;521450;48;52;2022
757;2022-05-01;Planaltina;521760;0;10;2022
758;2022-05-01;Porangatu;521800;0;10;2022
759;2022-05-01;Quirinópolis;521850;0;11;2022
760;2022-05-01;Rio Verde;521880;19;91;2022
761;2022-05-01;Uruaçu;522160;30;30;2022
762;2022-05-01;Senador Canedo;522045;8;11;2022
763;2022-05-01;São Luís de Montes Belos;522010;10;10;2022
764;2022-05-01;Trindade;522140;10;10;2022
765;2022-05-01;Morrinhos;521380;10;10;2022
766;2022-05-01;Santa Helena de Goiás;521930;20;28;2022
767;2022-05-01;Mineiros;521310;10;10;2022
768;2022-05-01;Aparecida de Goiânia;520140;93;139;2022
769;2022-05-01;Jataí;521190;27;30;2022
770;2022-05-01;Caldas Novas;520450;5;10;2022
771;2022-05-01;Catalão;520510;20;44;2022
772;2022-05-01;Ceres;520540;4;29;2022
773;2022-05-01;Formosa;520800;10;29;2022
774;2022-05-01;Anápolis;520110;103;183;2022
775;2022-05-01;Goiás;520890;10;10;2022
776;2022-05-01;Goianésia;520860;5;10;2022
777;2022-05-01;Jaraguá;521180;0;10;2022
778;2022-05-01;Luziânia;521250;10;15;2022
779;2022-05-01;Goiânia;520870;527;1130;2022
780;2022-05-01;Itumbiara;521150;40;59;2022
781;2022-06-01;Uruaçu;522160;30;33;2022
782;2022-06-01;Mineiros;521310;10;10;2022
783;2022-06-01;Trindade;522140;10;10;2022
784;2022-06-01;São Luís de Montes Belos;522010;10;10;2022
785;2022-06-01;Santa Helena de Goiás;521930;20;28;2022
786;2022-06-01;Rio Verde;521880;19;91;2022
787;2022-06-01;Quirinópolis;521850;0;11;2022
788;2022-06-01;Porangatu;521800;0;10;2022
789;2022-06-01;Planaltina;521760;0;10;2022
790;2022-06-01;Nerópolis;521450;48;52;2022
791;2022-06-01;Morrinhos;521380;10;10;2022
792;2022-06-01;Senador Canedo;522045;8;14;2022
793;2022-06-01;Luziânia;521250;10;15;2022
794;2022-06-01;Jaraguá;521180;0;10;2022
795;2022-06-01;Jataí;521190;27;30;2022
796;2022-06-01;Anápolis;520110;103;183;2022
797;2022-06-01;Aparecida de Goiânia;520140;93;149;2022
798;2022-06-01;Catalão;520510;20;44;2022
799;2022-06-01;Ceres;520540;4;29;2022
800;2022-06-01;Caldas Novas;520450;5;10;2022
801;2022-06-01;Goianésia;520860;5;10;2022
802;2022-06-01;Goiás;520890;10;10;2022
803;2022-06-01;Goiânia;520870;527;1176;2022
804;2022-06-01;Itumbiara;521150;40;59;2022
805;2022-06-01;Formosa;520800;10;29;2022
806;2022-07-01;Porangatu;521800;0;10;2022
807;2022-07-01;Nerópolis;521450;48;52;2022
808;2022-07-01;Uruaçu;522160;30;43;2022
809;2022-07-01;Planaltina;521760;0;10;2022
810;2022-07-01;Quirinópolis;521850;0;11;2022
811;2022-07-01;Morrinhos;521380;10;10;2022
812;2022-07-01;Santa Helena de Goiás;521930;20;28;2022
813;2022-07-01;Senador Canedo;522045;8;14;2022
814;2022-07-01;São Luís de Montes Belos;522010;10;10;2022
815;2022-07-01;Trindade;522140;10;10;2022
816;2022-07-01;Rio Verde;521880;19;91;2022
817;2022-07-01;Mineiros;521310;10;10;2022
818;2022-07-01;Goiânia;520870;527;1195;2022
819;2022-07-01;Jataí;521190;27;30;2022
820;2022-07-01;Anápolis;520110;103;182;2022
821;2022-07-01;Aparecida de Goiânia;520140;93;149;2022
822;2022-07-01;Caldas Novas;520450;5;10;2022
823;2022-07-01;Catalão;520510;20;44;2022
824;2022-07-01;Ceres;520540;4;29;2022
825;2022-07-01;Luziânia;521250;10;15;2022
826;2022-07-01;Goianésia;520860;5;10;2022
827;2022-07-01;Goiás;520890;10;10;2022
828;2022-07-01;Itumbiara;521150;40;69;2022
829;2022-07-01;Jaraguá;521180;0;10;2022
830;2022-07-01;Formosa;520800;10;29;2022
831;2022-08-01;Nerópolis;521450;48;50;2022
832;2022-08-01;Planaltina;521760;0;10;2022
833;2022-08-01;Porangatu;521800;0;10;2022
834;2022-08-01;Quirinópolis;521850;0;11;2022
835;2022-08-01;Rio Verde;521880;19;91;2022
836;2022-08-01;Senador Canedo;522045;8;14;2022
837;2022-08-01;São Luís de Montes Belos;522010;10;10;2022
838;2022-08-01;Trindade;522140;10;10;2022
839;2022-08-01;Uruaçu;522160;30;43;2022
840;2022-08-01;Morrinhos;521380;10;10;2022
841;2022-08-01;Santa Helena de Goiás;521930;20;28;2022
842;2022-08-01;Mineiros;521310;10;10;2022
843;2022-08-01;Luziânia;521250;10;15;2022
844;2022-08-01;Jataí;521190;27;30;2022
845;2022-08-01;Aparecida de Goiânia;520140;93;149;2022
846;2022-08-01;Caldas Novas;520450;5;10;2022
847;2022-08-01;Catalão;520510;20;44;2022
848;2022-08-01;Ceres;520540;4;29;2022
849;2022-08-01;Formosa;520800;10;32;2022
850;2022-08-01;Anápolis;520110;103;186;2022
851;2022-08-01;Goiás;520890;10;10;2022
852;2022-08-01;Goiânia;520870;527;1223;2022
853;2022-08-01;Itumbiara;521150;40;69;2022
854;2022-08-01;Jaraguá;521180;0;10;2022
855;2022-08-01;Goianésia;520860;5;10;2022
856;2022-09-01;Morrinhos;521380;10;10;2022
857;2022-09-01;Nerópolis;521450;48;50;2022
858;2022-09-01;Planaltina;521760;0;10;2022
859;2022-09-01;Porangatu;521800;0;10;2022
860;2022-09-01;Quirinópolis;521850;0;11;2022
861;2022-09-01;Santa Helena de Goiás;521930;20;28;2022
862;2022-09-01;Senador Canedo;522045;8;14;2022
863;2022-09-01;São Luís de Montes Belos;522010;10;10;2022
864;2022-09-01;Trindade;522140;10;10;2022
865;2022-09-01;Mineiros;521310;10;10;2022
866;2022-09-01;Uruaçu;522160;30;43;2022
867;2022-09-01;Luziânia;521250;10;15;2022
868;2022-09-01;Rio Verde;521880;19;91;2022
869;2022-09-01;Jaraguá;521180;0;10;2022
870;2022-09-01;Itumbiara;521150;40;69;2022
871;2022-09-01;Goiânia;520870;527;1223;2022
872;2022-09-01;Goiás;520890;10;10;2022
873;2022-09-01;Goianésia;520860;5;10;2022
874;2022-09-01;Formosa;520800;10;32;2022
875;2022-09-01;Ceres;520540;4;29;2022
876;2022-09-01;Catalão;520510;20;44;2022
877;2022-09-01;Caldas Novas;520450;5;10;2022
878;2022-09-01;Aparecida de Goiânia;520140;93;149;2022
879;2022-09-01;Anápolis;520110;103;187;2022
880;2022-09-01;Jataí;521190;27;30;2022
881;2022-10-01;Morrinhos;521380;10;10;2022
882;2022-10-01;Nerópolis;521450;48;50;2022
883;2022-10-01;Planaltina;521760;0;10;2022
884;2022-10-01;Porangatu;521800;0;10;2022
885;2022-10-01;Uruaçu;522160;30;40;2022
886;2022-10-01;Santa Helena de Goiás;521930;20;28;2022
887;2022-10-01;Senador Canedo;522045;8;14;2022
888;2022-10-01;São Luís de Montes Belos;522010;10;10;2022
889;2022-10-01;Trindade;522140;10;10;2022
890;2022-10-01;Mineiros;521310;10;10;2022
891;2022-10-01;Rio Verde;521880;19;91;2022
892;2022-10-01;Luziânia;521250;10;15;2022
893;2022-10-01;Quirinópolis;521850;0;11;2022
894;2022-10-01;Jaraguá;521180;0;10;2022
895;2022-10-01;Anápolis;520110;103;187;2022
896;2022-10-01;Aparecida de Goiânia;520140;94;149;2022
897;2022-10-01;Caldas Novas;520450;5;10;2022
898;2022-10-01;Jataí;521190;27;30;2022
899;2022-10-01;Ceres;520540;4;29;2022
900;2022-10-01;Catalão;520510;20;44;2022
901;2022-10-01;Goianésia;520860;5;10;2022
902;2022-10-01;Goiás;520890;10;10;2022
903;2022-10-01;Goiânia;520870;527;1208;2022
904;2022-10-01;Iporá;521020;0;10;2022
905;2022-10-01;Itumbiara;521150;40;69;2022
906;2022-10-01;Formosa;520800;10;32;2022
907;2022-11-01;Mineiros;521310;10;10;2022
908;2022-11-01;Morrinhos;521380;10;10;2022
909;2022-11-01;Nerópolis;521450;48;50;2022
910;2022-11-01;Planaltina;521760;0;10;2022
911;2022-11-01;São Luís de Montes Belos;522010;10;10;2022
912;2022-11-01;Quirinópolis;521850;0;11;2022
913;2022-11-01;Rio Verde;521880;19;91;2022
914;2022-11-01;Santa Helena de Goiás;521930;20;28;2022
915;2022-11-01;Senador Canedo;522045;8;14;2022
916;2022-11-01;Luziânia;521250;7;15;2022
917;2022-11-01;Porangatu;521800;0;10;2022
918;2022-11-01;Jataí;521190;27;30;2022
919;2022-11-01;Goianésia;520860;5;10;2022
920;2022-11-01;Itumbiara;521150;40;69;2022
921;2022-11-01;Iporá;521020;0;10;2022
922;2022-11-01;Goiânia;520870;529;1208;2022
923;2022-11-01;Goiás;520890;10;10;2022
924;2022-11-01;Formosa;520800;10;32;2022
925;2022-11-01;Ceres;520540;4;29;2022
926;2022-11-01;Catalão;520510;20;44;2022
927;2022-11-01;Caldas Novas;520450;5;10;2022
928;2022-11-01;Aparecida de Goiânia;520140;94;149;2022
929;2022-11-01;Anápolis;520110;103;187;2022
930;2022-11-01;Trindade;522140;0;10;2022
931;2022-11-01;Jaraguá;521180;0;10;2022
932;2022-11-01;Uruaçu;522160;30;40;2022
